FundName,TargetName,FundID,Permno,NCUSIP,gv_str,Date13D,DateCross5pct,Year,Gvkey
ANCIENT ART LP,XOOM CORPORATION,801,13800,98419Q10,17056,20141110,20141029,2014,17056
JEWELCOR MANAGEMENT INC,PROGRESS FINANCIAL CORP.,117,91257,743266108,17027,-99,-99,,17027
STARBOARD VALUE LP,"PEOPLE'S BANCSHARES, INC.",539,10780,70979510,16992,19990818,-99,1999,16992
PRIVATE CAPITAL MANAGEMENT,BANKNORTH GROUP (NOW TD BANKNORTH) TD _ TORONTO DOMINION,58,10906,06646R10,16991,20040923,20040923,2004,16991
ATLAS CAPITAL MANAGEMENT LP,PENN TREATY AMERICAN CORP,411,11713,70787410,16986,20090710,20090709,2009,16986
BEDFORD OAK ADVISORS LLC,PENN TREATY AMERICAN CORP,417,11713,70787410,16986,20090724,20080919,2009,16986
CHADWICK CAPITAL MANAGEMENT,PENN TREATY AMERICAN CORP,176,11713,70787410,16986,20071029,20071029,2007,16986
ELKHORN PARTNERS LP,PENN TREATY AMERICAN CORP,163,11713,70787410,16986,20050928,20050914,2005,16986
SANDLER CAPITAL MANAGEMENT,INDIANA COMMUNITY BANCORP,156,11866,45467410,16974,20100114,20100105,2010,16974
FINANCIAL EDGE FUND,ASTORIA FINANCIAL CORP,122,11866,43692610,16974,20060330,20060322,2006,16974
FSI GROUP LLC,HAWTHORNE FINANCIAL CORP,333,41260,42054210,16959,19980713,19980708,1998,16959
PRIVATE CAPITAL MANAGEMENT,MASSBANK CORP,58,10271,57615210,16924,20070911,20070910,2007,16924
,MASSBANK,118,10271,57615210,16924,20070727,20070719,2007,16924
,INTERCHANGE FINANCIAL SERVICES CORP.,118,44688,45844710,16896,20050413,20050405,2005,16896
FINANCIAL EDGE FUND,"FRANKLIN BANCORP, INC.",122,10037,35242V10,16877,-99,-99,,16877
BASSWOOD CAPITAL MANAGEMENT LLC,FOOTHILL INDEPENDENT BANCORP,134,75616,344905104,16872,19970106,19961223,1997,16872
STILLWELL PARTNERS,PINNACLE BANCSHARES INC,76,10974,7.23E+08,16829,20140923,20140912,2014,16829
,CENTRAL BANCORP INC.,118,10769,15241810,16785,20030110,20030102,2003,16785
FINANCIAL EDGE FUND,CENTRAL BANCORP INC.,122,10769,15241810,16785,20010719,20010709,2001,16785
FINANCIAL EDGE FUND,BANCORP RHODE ISLAND INC.,122,11506,31583110,16763,20090109,20090102,2009,16763
CASTINE CAPITAL MANAGEMENT LLC,CENTURY BANCORP INC,426,11348,15643210,16748,20070108,20061228,2007,16748
TURKEY VULTURE FUND XIII LTD,CENTRAL RESERVE LIFE CORP,389,22198,15505510,16747,19971010,19971008,1997,16747
AMALGAMATED GADGET LP,HOUGHTON MIFFLIN HARCOURT COMPANY,403,14312,44157R10,16738,-99,-99,,16738
RELATIONAL INVESTORS LLC,ELECTRONIC ARTS INC.,64,75828,2.86E+08,16721,-99,-99,,16721
LUXOR CAPITAL PARTNERS,ALTISOURCE ASSET MANAGEMENT CORP,39,14127,02153X108,16720,20140501,20140430,2014,16720
FINANCIAL INSTITUTION PARTNERS,EAGLE BANCSHARES INC,332,10149,26942C10,16718,20000309,20000228,2000,16718
ANCHORAGE ADVISORS LLC,CENTRAL PACIFIC FINANCIAL CORP,404,11628,15476010,16705,20110228,20110218,2011,16705
SANDLER CAPITAL MANAGEMENT,NORTHEAST BANCORP /ME/,156,75556,66390410,16689,20010420,20010410,2001,16689
BREEDEN CAPITAL MANAGEMENT LLC,APPLEBEES INTERNATIONAL INC,198,78717,3789910,16665,20061010,20060929,2006,16665
LION FUND LP,APPLEBEE'S INTERNATIONAL,205,78717,3789910,16665,-99,-99,,16665
FINANCIAL EDGE FUND,AMERIANA BANCORP,122,11131,2361310,16637,20110104,20101228,2011,16637
MELDRUM ASSET MANAGEMENT LLC,ZIX CORPORATION,762,75853,98974P10,16531,20120507,-99,2012,16531
MARCATO CAPITAL MANAGEMENT,LEAR CORP,707,93101,521865204,16477,20130208,20130206,2013,16477
ICAHN CARL,LEAR CORP,30,80422,52186510,16477,20061017,20061017,2006,16477
PRIDES CAPITAL PARTNERS LLC,"HANGER ORTHOPEDIC GROUP, INC",57,10051,41043F20,16456,20050414,20050406,2005,16456
JEWELCOR MANAGEMENT INC,PEOPLE'S BANK,117,12073,712704105,16245,-99,-99,,16245
KINGSTOWN CAPITAL MANAGEMENT LP,QLT INC/BC,477,78688,74692710,15803,20101124,20101116,2010,15803
PERSHING SQUARE CAPITAL MANAGEMENT LP,ALLERGAN INC,54,75646,18490102,15708,20140421,20140411,2014,15708
PENTWATER CAPITAL MANAGEMENT LP,"ALLERGAN, INC.",665,75646,1849010,15708,-99,-99,,15708
ROUMELL ASSET MANAGEMENT LLC,TRANSCEPT PHARMACEUTICALS INC,630,91279,89354M106,15539,20130905,20130902,2013,15539
STARBOARD VALUE LP,STAPLES INC,539,75489,855030102,15521,20141211,20141210,2014,15521
CORVEX MANAGEMENT LP,SIGNET JEWELERS LTD,688,12076,G81276100,15520,20140124,20140114,2014,15520
GAMCO ASSET MANAGEMENT,TREDEGAR CORP,105,75649,89465010,15459,20071115,20071106,2007,15459
GAMCO ASSET MANAGEMENT,TREDEGAR INDUSTRIES INC,105,75649,89465010,15459,19940713,19940712,1994,15459
GAMCO ASSET MANAGEMENT,ARGONAUT GROUP INC,105,10843,4015710,15364,19990507,19990427,1999,15364
ELLIOTT INTERNATIONAL CAPITAL ADVISORS INC,ENTERASYS NETWORKS,102,75625,29363710,15354,20050815,20050804,2005,15354
PENNANT CAPITAL MANAGEMENT LLC,ENTERASYS NETWORKS INC /DE/,223,75625,29363710,15354,20050511,20050502,2005,15354
GAMCO ASSET MANAGEMENT,MUELLER INDUSTRIES INC,105,76573,624756102,15343,20130416,20130408,2013,15343
THIRD POINT MANAGEMENT CO LLC,EMMIS COMMUNICATIONS CORP,77,80297,29152510,15337,20100713,20100709,2010,15337
AMALGAMATED GADGET LP,EMMIS COMMUNICATIONS CORP,403,80297,29152510,15337,20100709,20100709,2010,15337
ALDEN GLOBAL CAPITAL LLC,EMMIS COMMUNICATIONS CORPORATION,840,80297,29152510,15337,20100427,20091007,2010,15337
FIRST EAGLE INVESTMENT MANAGEMENT LLC,EMMIS COMMUNICATIONS CORPORATION,409,80297,291525103,15337,20071115,20071105,2007,15337
FARALLON CAPITAL MANAGEMENT,EMMIS COMMUNICATIONS CORP,112,80297,29152510,15337,20060511,20060511,2006,15337
MARTIN CAPITAL MANAGEMENT LLP,EMMIS COMMUNICATIONS CORP,495,80297,29152510,15337,20060518,20060517,2006,15337
HAMBRO J O & PARTNERS LTD,MALLON RESOURCES CORP,218,12215,56124020,15306,20010611,20010606,2001,15306
CAMBRIDGE INVESTMENTS LTD,MALLON RESOURCES CORP,317,12215,56124020,15306,19961224,19961017,1996,15306
CHAP CAP PARTNERS LP,FSI INTERNATIONAL,121,75434,30263310,15293,20070330,20070321,2007,15293
FARALLON CAPITAL MANAGEMENT,ARMOR HOLDINGS INC,112,83819,4220610,15290,20070702,20070621,2007,15290
MORNINGSIDE VALUE INVESTORS LLC,EPOLIN INC /NJ/,109,75738,29427610,15283,20090518,20090518,2009,15283
STEEL PARTNERS,WALTER INDUSTRIES INC /NEW/,74,82540,93317Q10,15274,20060623,20060614,2006,15274
PIRATE CAPITAL LLC,"WALTER INDUSTRIES, INC",55,82540,93317Q10,15274,20050525,20050524,2005,15274
APPALOOSA MANAGEMENT LP,"WALTER INDUSTRIES, INC.",91,82540,93317Q10,15274,20041108,20041028,2004,15274
COOPERMAN LEON G,WALTER INDUSTRIES INC /NEW/,129,82540,93317Q10,15274,19980226,19980211,1998,15274
AUDLEY CAPITAL ADVISORS LLP,"WALTER ENERGY, INC. ",731,82540,93317Q105,15274,-99,-99,,15274
AUDLEY CAPITAL ADVISORS LLP,"WALTER ENERGY, INC.",731,82540,93317Q105,15274,-99,-99,,15274
FARALLON CAPITAL MANAGEMENT,HOMELAND HOLDING CORP,112,84739,43739T10,15265,19970630,19970618,1997,15265
SOROS FUND MANAGEMENT LLC,HOMELAND HOLDING CORP,183,84739,43739T10,15265,19970623,19970611,1997,15265
ATTIVA CAPITAL PARTNERS LTD,DORAL FINANCIAL CORP,413,12169,25811P852,15261,20140501,20140501,2014,15261
MARATHON ASSET MANAGEMENT LP,DORAL FINANCIAL CORP,357,12169,25811P88,15261,20100831,20100820,2010,15261
ENGAGED CAPITAL LLC,TRIMAS CORPORATION,694,92029,89621520,15252,-99,-99,,15252
PIRATE CAPITAL LLC,BRINKS CO,55,75729,69366Y10,15242,20060310,20060228,2006,15242
CAXTON ASSOCIATES,PW EAGLE INC.,123,75729,69366Y10,15242,20060316,20060306,2006,15242
PERSHING SQUARE CAPITAL MANAGEMENT LP,FEDERAL HOME LOAN MORTGAGE CORP,54,75789,313400301,15208,20131115,20131115,2013,15208
PEQUOT CAPITAL MANAGEMENT,NETEGRITY INC,52,75684,64110P10,15203,19980116,19980107,1998,15203
ICAHN CARL,"CVR REFINING, LP",30,13740,12663P107,15093,20130125,20130117,2013,15093
PIRATE CAPITAL LLC,BRINKS CO,55,75432,12513710,15092,20060420,20060410,2006,15092
GAMCO ASSET MANAGEMENT,LIFEWAY FOODS INC,105,12209,53191410,15087,20110207,20110128,2011,15087
LONE STAR VALUE MANAGEMENT LLC,CALLON PETROLEUM CO,690,80926,13123X102,15060,20141030,20141027,2014,15060
LONE STAR VALUE MANAGEMENT LLC,CALLON PETROLEUM CO,690,80926,13123X102,15060,20131017,20131007,2013,15060
BECKER STEVEN R,"COMVERSE, INC.",297,13636,20585P105,15056,20131202,20131121,2013,15056
GRUBER & MCBAINE CAPITAL MANAGEMENT LLC,KUSHNER LOCKE CO,339,12202,50133740,14990,19981231,19980812,1998,14990
PAR INVESTMENT PARTNERS LP,"CHAMPIONS ONCOLOGY, INC.",510,-99,158704304,14983,20130130,20130128,2013,14983
WESTCLIFF CAPITAL MANAGEMENT LLC,HUNTWAY REFINING CO,234,80181,44730910,14978,19980611,19980601,1998,14978
KERRISDALE ADVISERS LLC,LINDSAY CORPORATION,848,12211,53555510,14954,-99,-99,,14954
SC FUNDAMENTAL INC,FIBREBOARD CORP /DE,376,11502,31571210,14952,19950929,19950919,1995,14952
MORNINGSIDE VALUE INVESTORS LLC,LOGIC DEVICES INC,109,12214,54140210,14938,20070905,20070126,2007,14938
ICAHN CARL,VISX INC,30,12265,92844S10,14897,20001020,20001010,2000,14897
GAMCO ASSET MANAGEMENT,DEKALB GENETICS CORP,105,12006,24487820,14881,19980622,19980610,1998,14881
PERRY CORP,GEXA CORP,53,12177,37439820,14855,20050407,20050328,2005,14855
MORNINGSIDE VALUE INVESTORS LLC,FORTISSIMO ACQUISITION CORP.,109,11794,45943650,14834,20061205,20061201,2006,14834
FORT HOOSAC MANAGEMENT LLC,PRESIDENTIAL LIFE CORP,453,63977,74088410,14820,20110902,20110824,2011,14820
ZEFF DANIEL,CONCORD CAMERA CORP,88,11998,20615620,14808,20080520,20080128,2008,14808
MAOZ EVEREST FUND MANAGEMENT LTD.,CONCORD CAMERA CORP,143,11998,20615620,14808,20080220,20080212,2008,14808
GAMCO ASSET MANAGEMENT,CORE MOLDING TECHNOLOGIES INC,105,84387,21868310,14794,20010906,20010828,2001,14794
FBR CAPITAL MARKETS & CO.,MONTEREY HOMES CORP,392,75342,61250210,14790,19971031,19971016,1997,14790
KINDERHOOK LP,"PATIENT SAFETY TECHNOLOGIES, INC",476,37560,070322H106,14674,20120521,20120515,2012,14674
FRANCIS CAPITAL MANAGEMENT LLC,"PATIENT SAFETY TECHNOLOGIES, INC",455,37560,70322H10,14674,20071026,20071017,2007,14674
ELLIOTT INTERNATIONAL CAPITAL ADVISORS INC,BMC SOFTWARE INC,102,11976,55921100,14650,20120518,20120510,2012,14650
RCG HOLDINGS LLC,PHOENIX TECHNOLOGIES,61,11917,71915310,14626,20060615,20060605,2006,14626
STARBOARD VALUE LP,OFFICE DEPOT INC,539,75573,676220106,14624,20120917,20120905,2012,14624
GAMCO ASSET MANAGEMENT,PROVIDENCE & WORCESTER RAILROAD CO/RI/,105,12248,74373710,14616,20090625,20090615,2009,14616
ARCADIA OPPORTUNITY MASTER FUND LTD,HEARUSA INC,407,12188,42236030,14606,20110304,20110228,2011,14606
MARLIN SAMS FUND LP,HEARUSA INC,494,12188,42236030,14606,20090311,-99,2009,14606
PATARA CAPITAL LP,HEARUSA INC,512,12188,42236030,14606,20090320,20090311,2009,14606
MILLENNIUM MANAGEMENT LLC,"HEARUSA, INC.",153,12188,42236030,14606,20070423,20070412,2007,14606
PERRY CORP,COLUMBIA LABORATORIES INC,53,12149,19777910,14597,20100312,20100303,2010,14597
KNOTT DAVID M,COLUMBIA LABORATORIES INC,479,12149,19777910,14597,19980716,19980706,1998,14597
LUZICH PARTNERS LLC,"COLUMBIA LABORATORIES, INC.",871,12149,19777920,14597,-99,-99,,14597
ATTICUS CAPITAL,FREEPORT MCMORAN COPPER AND GOLD,126,81774,35671D85,14590,20070611,20070611,2007,14590
GOTHAM PARTNERS,EXCAL ENTERPRISES INC,106,-99,3.01E+08,14584,19970827,19970819,1997,14584
BLUELINE PARTNERS,ANGEION CORP/MN,94,75580,03462H40,14581,20080623,20080610,2008,14581
GREENLIGHT CAPITAL,MERCER INTERNATIONAL INC.,107,75578,58805610,14563,20030623,-99,2003,14563
BLUM CAPITAL PARTNERS LP,KINETIC CONCEPTS INC /TX/,7,90044,49460W20,14555,20060921,20060919,2006,14555
BLUM CAPITAL PARTNERS LP,KINETIC CONCEPTS INC /TX/,7,90044,49460W20,14555,19960326,19960315,1996,14555
GAMCO ASSET MANAGEMENT,SCRIPPS E W CO /DE,105,84176,81105440,14535,20090109,20081229,2009,14535
WYNNEFIELD PARTNERS SMALL CAP VALUE LP,CONCORDE CAREER COLLEGES INC,86,10937,20651H10,14525,19970418,19970321,1997,14525
SCHULTZE ASSET MANAGEMENT LLC,IMPERIAL SUGAR CO /NEW/,226,89715,45309620,14503,20040720,20040712,2004,14503
ELLIOTT INTERNATIONAL CAPITAL ADVISORS INC,IMPERIAL HOLLY CORP,102,11874,45283510,14503,19980120,19980108,1998,14503
CARLSON CAPITAL LP,COLLEGIATE PACIFIC INC,276,88283,19458920,14490,20070625,20070614,2007,14490
ICAHN CARL,DELL INC,30,11081,24702R101,14489,20130510,20130509,2013,14489
SOUTHEASTERN ASSET MANAGEMENT INC,DELL INC,717,11081,24702R101,14489,20130208,20130208,2013,14489
INVESTMENT PARTNERS ASSET MANAGEMENT INC,DELL INC.,699,11081,24702R101,14489,-99,-99,,14489
MILLENNIUM MANAGEMENT LLC,"TUTOGEN MEDICAL, INC.",153,88493,90110710,14487,20070618,20070607,2007,14487
SOROS FUND MANAGEMENT LLC,WASTE MGMT INC DEL,183,11955,94106L10,14477,19960523,19960513,1996,14477
HARBINGER CAPITAL PARTNERS MASTER FUND I LTD,PLAYTEX PRODUCTS,114,80186,72813P10,14470,20070216,20070215,2007,14470
BLUM CAPITAL PARTNERS LP,PLAYTEX PRODUCTS INC,7,80186,72813P10,14470,19970226,19970218,1997,14470
SOUTHEASTERN ASSET MANAGEMENT INC,"HILB, ROGAL AND HOBBS COMPANY",717,11509,431294107,14466,20070830,-99,2007,14466
CAMBRIDGE INVESTMENTS LTD,CLIFFS DRILLING CO,317,11994,18682C10,14458,19970325,19970102,1997,14458
APPALOOSA MANAGEMENT LP,CLIFFS DRILLING CO,91,11994,18682C10,14458,19960510,19960501,1996,14458
ACQUISITOR PLC,CATALINA LIGHTING INC,3,75286,14886510,14457,20001229,20001219,2000,14457
CORVEX MANAGEMENT LP,ADT CORP,688,13567,00101J106,14438,20121025,20121024,2012,14438
LAND & BUILDINGS INVESTMENT MANAGEMENT LLC,MGM RESORTS INTERNATIONAL,748,11891,55295310,14418,-99,-99,,14418
VINTAGE CAPITAL MANAGEMENT LLC,MICRONETICS INC,559,11903,59512510,14417,20110812,20110802,2011,14417
THIRD POINT MANAGEMENT CO LLC,SOTHEBYS,77,75316,835898107,14412,20130826,20130815,2013,14412
MARCATO CAPITAL MANAGEMENT,SOTHEBYS,707,75316,835898107,14412,20130730,20130723,2013,14412
INFINITY FUND LP,INFORMATION MANAGEMENT TECHNOLOGIES CORP,344,75569,45690830,14399,19960709,19960627,1996,14399
CHILDRENS INVESTMENT FUND MANAGEMENT (UK) LLP,TRANSALTA CORP,431,89068,89346D10,14391,20080815,20080806,2008,14391
SANDLER CAPITAL MANAGEMENT,PIONEER COMPANIES INC,156,90671,72364330,14380,20060512,20060504,2006,14380
GAMCO ASSET MANAGEMENT,UNITED STATES CELLULAR CORP,105,75320,91168410,14369,20031014,20031003,2003,14369
SOUTHEASTERN ASSET MANAGEMENT INC,PIONEER NATURAL RESOURCES COMPANY,717,75241,723787107,14359,20080528,-99,2008,14359
GRUBER & MCBAINE CAPITAL MANAGEMENT LLC,AVONDALE INDUSTRIES INC,339,10360,5435010,14325,19951109,19951027,1995,14325
TIG ADVISORS LLC,ALTERA CORPORATION,818,75577,2144110,14324,-99,-99,,14324
ORBIMED ADVISORS LLC,INTERCEPT PHARMACEUTICALS INC,593,13643,45845P108,14320,20121026,20121016,2012,14320
ICAHN CARL,TALISMAN ENERGY INC,30,85635,8.74E+107,14316,20131007,20130925,2013,14316
STEEL PARTNERS,PLM INTERNATIONAL INC,74,75266,69341L10,14297,19970515,19970505,1997,14297
ICAHN CARL,HERBALIFE LTD.,30,90516,G4412G101,14269,20130214,20130204,2013,14269
HENRY INVESTMENT TRUST LP,WEGENER CORP,116,75110,94858510,14252,20050826,20050825,2005,14252
SANDERA CAPITAL LLC,GAINSCO INC,375,10822,36312710,14192,19980729,19980724,1998,14192
GAMCO ASSET MANAGEMENT,TECH OPS SEVCON INC,105,75272,87829310,14170,20050718,20050708,2005,14170
MORNINGSIDE VALUE INVESTORS LLC,TECH OPS SEVCON INC,109,75272,87829310,14170,20030207,20030204,2003,14170
GAMCO ASSET MANAGEMENT,MCCLATCHY CO,105,75261,57948910,14163,19980622,19980610,1998,14163
EMANCIPATION CAPITAL,TECHTEAM GLOBAL INC,446,11910,87831110,14145,20081031,20081029,2008,14145
HAMOT SETH W,TECHTEAM GLOBAL INC,16,11910,87831110,14145,20051216,20051216,2005,14145
HARBINGER CAPITAL PARTNERS MASTER FUND I LTD,MISSION RESOURCES CORPORATION,114,17559,60510910,14114,20040325,20040315,2004,14114
ICAHN CARL,BELLWETHER EXPLORATION CO.,30,17559,7989520,14114,20010116,20010105,2001,14114
OBREM CAPITAL MANAGEMENT LLC,MDS INC,507,87841,55269P30,14102,20080409,20080408,2008,14102
RELATIONAL INVESTORS LLC,CLEAN HARBORS INC,64,11809,436440101,14027,20140424,20140414,2014,14027
"DOLPHIN LIMITED PARTNERSHIP III, L.P.",TELENETICS CORP,22,88473,87943P40,14019,19990803,19990409,1999,14019
GAMCO ASSET MANAGEMENT,NEIMAN MARCUS GROUP INC,105,87281,64020420,14007,19991223,19991213,1999,14007
BARINGTON COMPANIES INVESTORS LLC,"WARNACO GROUP, INC.",6,89686,93439040,13990,20060821,20060809,2006,13990
THIRD POINT MANAGEMENT CO LLC,"THE WARNACO GROUP, INC.",77,89686,93439040,13990,20030821,20030811,2003,13990
ICAHN CARL,BROOKE GROUP LTD,30,75233,11252510,13963,19980128,19980128,1998,13963
ASTORIA CAPITAL MANAGEMENT,TIGERLOGIC CORPORATION,796,11781,8867EQ10,13940,19970224,19970110,1997,13940
"DOLPHIN LIMITED PARTNERSHIP III, L.P.",JOHNSON OUTDOORS INC,22,11775,47916710,13906,20090529,20090522,2009,13906
STEEL PARTNERS,JOHNSON OUTDOORS,74,11775,47916710,13906,20070706,20070627,2007,13906
FARALLON CAPITAL MANAGEMENT,CAPITAL PACIFIC HOLDINGS INC,112,11694,14040M10,13870,19970930,19970929,1997,13870
STEEL PARTNERS,MAYORS JEWELERS INC.,74,75172,57846210,13866,20010126,20010116,2001,13866
CUMBERLAND ASSOCIATES,JAN BELL MARKETING INC,323,75172,47076010,13866,19950918,19950831,1995,13866
BULLDOG CAPITAL MANAGEMENT LP,MAYORS JEWELERS INC/DE,49,75172,578462103,13866,-99,-99,,13866
PARDUS CAPITAL MANAGEMENT LP,BALLY TOTAL FITNESS HOLDING CORP,50,82811,05873K10,13853,20050906,20050825,2005,13853
WATTLES CAPITAL MANAGEMENT,BALLY TOTAL FITNESS HOLDING CORP,84,82811,05873K10,13853,20051114,20051102,2005,13853
LIBERATION INVESTMENT GROUP,BALLY TOTAL FITNESS HOLDING CORP,37,82811,05873K10,13853,20040608,20040604,2004,13853
KINGDON CAPITAL MANAGEMENT,BALLY TOTAL FITNESS HOLDING CORP,349,82811,05873K10,13853,19970515,19970507,1997,13853
WYNNEFIELD PARTNERS SMALL CAP VALUE LP,FAMILY BARGAIN CORP,86,11665,30688940,13842,19971107,19971027,1997,13842
SANDELL ASSET MANAGEMENT,FAIR ISAAC,69,11533,30325010,13824,20070629,20070628,2007,13824
BLUM CAPITAL PARTNERS LP,FAIR ISAAC & COMPANY INC,7,11533,30325010,13824,20000626,20000614,2000,13824
CUMBERLAND ASSOCIATES,INACOM CORP,323,11662,45323G10,13822,19950426,19950419,1995,13822
NORTH TIDE CAPITAL LLC,"ALMOST FAMILY, INC.",736,75526,2040910,13800,20141202,-99,2014,13800
ACQUISITOR HOLDINGS LTD,AIR METHODS CORP,2,11641,912830,13789,20021009,20021007,2002,13789
,AP PHARMA INC,128,-99,00202J203,13786,-99,-99,,13786
HILLSON PARTNERS LP,HARDING LAWSON ASSOCIATES GROUP INC,142,75557,41229310,13781,19990802,19990723,1999,13781
PERSHING SQUARE CAPITAL MANAGEMENT LP,ZOETIS INC.,54,13788,98978V103,13721,20141112,20141103,2014,13721
GAMCO ASSET MANAGEMENT,CBS CORPORATION,105,76226,124857202,13714,20060113,20060103,2006,13714
GAMCO ASSET MANAGEMENT,VIACOM INC,105,75104,92552410,13714,19970218,19970207,1997,13714
BRAHMAN SECURITIES INC,"ALERIS INTERNATIONAL, INC.",136,75558,1447710,13712,20060622,20060612,2006,13712
WYNNEFIELD PARTNERS SMALL CAP VALUE LP,UNIGENE LABORATORIES INC,86,11601,90475310,13704,20080125,20080115,2008,13704
DDJ CAPITAL MANAGEMENT LLC,HILLS STORES CO /DE/,211,79783,43169210,13690,19960823,19960815,1996,13690
STILLWELL PARTNERS,"HAMILTON BANCORP, INC.",76,13642,407015106,13665,20121022,20121010,2012,13665
DISCOVERY GROUP LLC,"ALLIANCE HEALTHCARE SERVICES, INC",21,89048,1860620,13657,20110822,20110812,2011,13657
IROQUOIS CAPITAL MANAGEMENT LLC,NATIONAL HOLDINGS CORP,700,-99,636375107,13649,20131121,20131121,2013,13649
BRUCE GALLOWAY,OLYMPIC CASCADE FINANCIAL CORP,95,11441,68158N10,13649,20041025,20041015,2004,13649
TRIAN FUND MANAGEMENT,TIFFANY & CO,78,75100,88654710,13646,20070226,20070221,2007,13646
ARKLOW CAPITAL LLC,EXIDE TECHNOLOGIES,133,90196,30205120,13634,20060707,20060628,2006,13634
TONTINE ASSOCIATES LLC,EXIDE TECHNOLOGIES,170,90196,30205120,13634,20060629,20060628,2006,13634
FURSA SPV LLC,EXIDE TECHNOLOGIES,41,90196,30205120,13634,20050602,20050601,2005,13634
SANDELL ASSET MANAGEMENT,EXIDE TECHNOLOGIES,69,90196,30205120,13634,20041108,20041027,2004,13634
SOROS FUND MANAGEMENT LLC,EXIDE TECHNOLOGIES,183,90196,30205120,13634,20041222,20041222,2004,13634
COPPERSMITH CAPITAL MANAGEMENT LLC,CONMED CORPORATION,734,11547,2.07E+08,13623,20140206,20140127,2014,13623
CAMBER CAPITAL MANAGEMENT LLC,CONMED CORP,422,11547,207410101,13623,20131216,20131213,2013,13623
MMI INVESTORS,CONMED CORP.,43,11547,20741010,13623,20030506,20030502,2003,13623
VOCE CAPITAL MANAGEMENT LLC,CONMED CORPORATION,730,11547,207410101,13623,-99,-99,,13623
JANA PARTNERS LLC,MIDDLEBY,31,75470,59627810,13570,20030131,20030121,2003,13570
THIRD AVENUE MANAGEMENT LLC,MBIA INC.,236,75175,55262C100,13561,-99,-99,,13561
ROBOTTI ROBERT,"ADVANCED MARKETING SERVICES, INC.",714,11483,00753T105,13503,20060130,20051229,2006,13503
BARINGTON COMPANIES INVESTORS LLC,"EBIX, INC.",6,11481,27871520,13480,-99,-99,,13480
RCG HOLDINGS LLC,"TSIC, INC",61,11278,82001310,13479,20060309,20060227,2006,13479
SUN CAPITAL SECURITIES LLC,SHARPER IMAGE CORP,248,11278,82001310,13479,20060522,20060510,2006,13479
FIREBRAND PARTNERS LLC,SHARPER IMAGE CORPORATION,887,11278,82001310,13479,20060407,20060327,2006,13479
PATARA CAPITAL LP,XETA TECHNOLOGIES INC,512,11426,98390910,13443,20090316,20090310,2009,13443
WEXFORD MANAGEMENT LLC,ELCOTEL INC,235,10863,28444710,13442,19981211,19971218,1998,13442
STARBOARD VALUE LP,CALGON CARBON CORPORATION,539,11378,129603106,13406,20130122,20130111,2013,13406
STEEL PARTNERS,CALGON CARBON CORPORATION,74,11378,12960310,13406,20041118,20041108,2004,13406
SPROTT INC,AVINO SILVER & GOLD MINES LTD,537,78236,5390610,13400,20110215,20110204,2011,13400
VALUEACT CAPITAL MANAGEMENT LP,FIRST HEALTH GROUP CORP.,81,11371,32096010,13397,20031110,20031103,2003,13397
BLUM CAPITAL PARTNERS LP,FIRST HEALTH GROUP CORP,7,11371,32096010,13397,19981231,19981222,1998,13397
RMCP GP LLC,"DESTINATION XL GROUP, INC.",266,11379,25065K104,13381,20130325,20130315,2013,13381
JEWELCOR MANAGEMENT INC,DESIGNS INC,117,11379,25057L10,13381,19981127,19981117,1998,13381
P SCHOENFELD ASSET MANAGEMENT,SAKS INC ,365,11382,79377W108,13380,-99,-99,,13380
SC FUNDAMENTAL INC,AUDIOVOX CORP,376,75033,5075710,13354,19970425,19970422,1997,13354
LAWNDALE CAPITAL MANAGEMENT LLC,ARLINGTON HOSPITALITY INC.,36,11358,4156010,13340,20020318,20020307,2002,13340
BLUELINE PARTNERS,CRITICARE SYSTEMS,94,75545,22690110,13332,20041214,20041207,2004,13332
