Fund Name,Target Name,FundID,Permno,NCUSIP,Gvkey,Date13D,DateCross5pct
SANDLER CAPITAL MANAGEMENT,"BARE ESCENTUALS, INC.",156,91462,06751110,175399,20090811,20090804
SANDLER CAPITAL MANAGEMENT,"NATIONAL TECHNICAL SYSTEMS, INC.",156,56777,63810410,7781,20100929,20100928
SPENCER CAPITAL OPPORTUNITY FUND LP ,INTRADO INC,160,86188,46117A10,112004,20050909,20050830
SPENCER CAPITAL OPPORTUNITY FUND LP ,CELEBRATE EXPRESS INC,160,90402,15100A10,160890,20060622,20060612
SPENCER CAPITAL OPPORTUNITY FUND LP ,BORDERS,160,81654,9970910,31849,20070709,20070627
SPENCER CAPITAL OPPORTUNITY FUND LP ,"VAXGEN, INC",160,87023,922390208,-99,-99,-99
SPENCER CAPITAL OPPORTUNITY FUND LP ,"TRIDENT MICROSYSTEMS, INC.",160,78208,89591910,26015,-99,-99
STADIUM CAPITAL MANAGEMENT LLC,MAXWELL SHOE CO INC,161,80549,57776610,30193,20000204,20000126
STADIUM CAPITAL MANAGEMENT LLC,CHEROKEE INC,161,79315,16444H10,24096,20000501,20000420
STADIUM CAPITAL MANAGEMENT LLC,SUMMA INDUSTRIES/,161,55160,86562T10,7561,20020729,20020719
STADIUM CAPITAL MANAGEMENT LLC,PROQUEST CO,161,81653,74346P10,60893,20060418,20060417
STADIUM CAPITAL MANAGEMENT LLC,RURAL/METRO CORP,161,79417,78174810,28616,20070924,20070919
STADIUM CAPITAL MANAGEMENT LLC,"BUILDERS FIRSTSOURCE, INC.",161,90720,12008R10,163036,20090924,20070912
STADIUM CAPITAL MANAGEMENT LLC,BLUELINX HOLDINGS INC.,161,90496,09624H10,161813,20100811,20100810
STADIUM CAPITAL MANAGEMENT LLC,BIG 5 SPORTING GOODS CORP,161,89413,08915P10,145041,20110822,20110817
STADIUM CAPITAL MANAGEMENT LLC,"INSPERITY, INC.",161,84385,45778Q10,64302,20110923,20110916
STADIUM CAPITAL MANAGEMENT LLC,INTERMOUNTAIN COMMUNITY BANCORP,161,13754,45881M308,133048,20120202,20120123
STADIUM CAPITAL MANAGEMENT LLC,"INSPERITY, INC.",161,84385,45778Q107,064302,20140327,20140324
STADIUM CAPITAL MANAGEMENT LLC,BRANDPARTNERS GROUP INC.,161,88630,10531R10,12852,20080103,20080103
WESTERN INVESTMENT LLC,TRI-CONTINENTAL CORP,162,18956,89543610,10713,20060106,20051227
WESTERN INVESTMENT LLC,CADUS CORP,162,83769,12763910,63268,-99,-99
WESTERN INVESTMENT LLC,"SUNSET FINANCIAL RESOURCES, INC.",162,90077,86770810,157863,20050317,20050307
ELKHORN PARTNERS LP,NOBLE INTERNATIONAL LTD,163,85622,65505310,65881,20011026,20010921
ELKHORN PARTNERS LP,COMARCO INC,163,24951,20008010,3218,20040518,20040514
ELKHORN PARTNERS LP,PENN TREATY AMERICAN CORP,163,11713,70787410,16986,20050928,20050914
ELKHORN PARTNERS LP,REWARDS NETWORK INC,163,10404,76155710,12277,20080425,20080422
ELKHORN PARTNERS LP,ORBIT INTERNATIONAL CORP.,163,59871,68555930,8176,20021015,20021004
KARSCH CAPITAL MANAGEMENT LP,CSK AUTO CORP.,164,85900,12596510,66646,20061010,20060928
KENSICO CAPITAL MANAGEMENT CORP,INTERGRAPH CORP,165,44792,45868310,6036,20030408,20030407
KENSICO CAPITAL MANAGEMENT CORP,TEKELEC,165,10272,87910110,12212,20101013,20101012
KENSICO CAPITAL MANAGEMENT CORP,DORIAN LPG LTD.,165,14642,Y2106R110,317264,20140606,20140530
LAZARD ASSET MANAGEMENT LLC,ASA GOLD & PRECIOUS METALS LTD,167,26649,G3156P103,001062,20130207,20130206
LOCKSMITH CAPITAL MANAGEMENT LLC,PEERLESS SYSTEMS CORP,168,83956,70553610,63640,20070510,20070507
LOCKSMITH CAPITAL MANAGEMENT LLC,"MODUSLINK GLOBAL SOLUTIONS, INC.",168,80114,60786L10,29621,-99,-99
LOCKSMITH CAPITAL MANAGEMENT LLC,"MODUSLINK GLOBAL SOLUTIONS, INC.",168,80114,60786L10,29621,-99,-99
LOCKSMITH CAPITAL MANAGEMENT LLC,"THE TOPPS COMPANY, INC.",168,11353,89078610,13326,-99,-99
LOCKSMITH CAPITAL MANAGEMENT LLC,TRAVELCENTERS OF AMERICA LLC,168,91727,89417410,148350,-99,-99
LOCKSMITH CAPITAL MANAGEMENT LLC,TRAVELCENTERS OF AMERICA LLC,168,91727,89417410,148350,-99,-99
LOCKSMITH CAPITAL MANAGEMENT LLC,"VESTCOM INTERNATIONAL, INC.",168,85224,92490410,65179,-99,-99
TILSON GROWTH FUND LP,"CELEBRATE EXPRESS, INC.",169,90402,15100A10,160890,20060817,20060807
TILSON GROWTH FUND LP,ALLOY INC,169,86878,1985530,120513,20100729,20100721
TILSON GROWTH FUND LP,LECG CORP,169,89924,52323410,155933,20110223,20110214
TILSON GROWTH FUND LP,IRIDIUM COMMUNICATIONS INC.,169,92596,46269C10,183640,20110621,20110620
TONTINE ASSOCIATES LLC,"DURATEK, INC.",170,75491,26658Q10,12090,20060208,20060208
TONTINE ASSOCIATES LLC,EXIDE TECHNOLOGIES,170,90196,30205120,13634,20060629,20060628
TONTINE ASSOCIATES LLC,WHEELING PITTSBURGH CORP DE,170,89874,96314230,178971,20061013,20061013
TONTINE ASSOCIATES LLC,INNOSPEC INC.,170,86026,45768S10,110566,20081110,20081110
TONTINE ASSOCIATES LLC,FIRST KEYSTONE FINANCIAL INC,170,81206,32065510,31462,20010906,20010827
TONTINE ASSOCIATES LLC,UNITED COMMUNITY FINANCIAL CORP.,170,86299,90983910,112410,-99,-99
MASON CAPITAL MANAGEMENT,INTERNET CAPITAL GROUP INC.,171,87167,46059C20,122536,20061219,20061219
MASON CAPITAL MANAGEMENT,BABCOCK & WILCOX CO,171,10220,05615F10,185229,20101018,20101018
MASON CAPITAL MANAGEMENT, AIRGAS INC,171,70308,009363102,012950,-99,-99
MASON CAPITAL MANAGEMENT,J CREW GROUP INC,171,91302,46612H40,116104,20110118,20110105
MASON CAPITAL MANAGEMENT,HUBBELL INC,171,32934,44351010,5764,20110401,20110401
VARDON CAPITAL MANAGEMENT LLC,"KIRKLAND'S, INC.",172,89449,49749810,148391,20060303,20060224
VARDON CAPITAL MANAGEMENT LLC,CACHE,172,20504,12715030,2595,20070730,20070727
VICUNA ADVISERS LLC,SOUTHWESTERN LIFE HOLDINGS INC,173,88647,84560610,25894,20000711,20000613
VICUNA ADVISERS LLC,FAMOUS DAVE'S OF AMERICA INC.,173,84203,30706810,63930,20060404,20060320
ABACUS INVESTMENTS LTD,BEIJING MED PHARM CORP,174,91429,7725510,66198,20061122,20040203
MARXE AUSTIN W & GREENHOUSE DAVID M,ION NETWORKS INC,175,90174,46205P10,7336,19990212,19981231
MARXE AUSTIN W & GREENHOUSE DAVID M,PRECISION OPTICS CORPORATION INC,175,77263,74029420,24842,20040730,-99
MARXE AUSTIN W & GREENHOUSE DAVID M,TEGAL CORP /DE/,175,82530,87900810,61435,20050929,20050919
MARXE AUSTIN W & GREENHOUSE DAVID M,IMAGE SENSING SYSTEMS INC,175,81624,45244C10,31775,20051011,20050930
MARXE AUSTIN W & GREENHOUSE DAVID M,FIND SVP INC,175,10806,31771830,-99,20051110,20051031
MARXE AUSTIN W & GREENHOUSE DAVID M,INTEGRAL VISION INC,175,52282,45811H10,7192,20060215,20051231
MARXE AUSTIN W & GREENHOUSE DAVID M,LOCATEPLUS HOLDINGS CORP,175,-99,5.396e+08,151589,20060111,20051231
MARXE AUSTIN W & GREENHOUSE DAVID M,SUPERCOM LTD.,175,-99,-99,-99,20060308,20051209
MARXE AUSTIN W & GREENHOUSE DAVID M,TAPESTRY PHARMACEUTICALS INC,175,80833,87603120,31689,20060417,20060406
MARXE AUSTIN W & GREENHOUSE DAVID M,CATALYTICA ENERGY SYSTEMS INC,175,88830,14888410,178461,20061213,20061130
MARXE AUSTIN W & GREENHOUSE DAVID M,INTERLINK ELECTRONICS INC,175,79280,45875110,28374,20070110,20061231
MARXE AUSTIN W & GREENHOUSE DAVID M,RESPONSE GENETICS INC ,175,92101,761230105,176963,20090309,20090302
MARXE AUSTIN W & GREENHOUSE DAVID M,PARAMETRIC SOUND CORP,175,13328,699172102,019602,20120213,20110228
MARXE AUSTIN W & GREENHOUSE DAVID M,PLUG POWER INC,175,87337,72919P202,125604,20120402,20120323
MARXE AUSTIN W & GREENHOUSE DAVID M,PFSWEB INC,175,87510,717098206,126718,20121128,20121128
MARXE AUSTIN W & GREENHOUSE DAVID M,"WAFERGEN BIO SYSTEMS, INC.",175,14880,93041P308,176199,20140829,20140831
MARXE AUSTIN W & GREENHOUSE DAVID M,"CELLECTAR BIOSCIENCES, INC.",175,14862,15117F203,186974,20140909,20140831
MARXE AUSTIN W & GREENHOUSE DAVID M,MULTIBAND CORPORATION,175,80638,62544X10,-99,20110804,20110804
CHADWICK CAPITAL MANAGEMENT,ORBIT INTERNATIONAL CORP,176,59871,68555930,8176,20070510,20070501
CHADWICK CAPITAL MANAGEMENT,COST U LESS INC,176,86258,22149210,112552,20060908,20060831
CHADWICK CAPITAL MANAGEMENT,PAULA FINANCIAL,176,85492,70358810,65680,20061010,20060928
CHADWICK CAPITAL MANAGEMENT,PENN TREATY AMERICAN CORP,176,11713,70787410,16986,20071029,20071029
CHADWICK CAPITAL MANAGEMENT,RADYNE CORP,176,65518,75061140,8925,20080124,20080124
CHADWICK CAPITAL MANAGEMENT,"KEY TECHNOLOGY, INC.",176,79399,49314310,28641,-99,-99
MOLOCO CAPITAL PARTNERS LLC,AVALON HOLDINGS CORP.,177,86113,05343P10,110802,20060216,20060206
MOLOCO CAPITAL PARTNERS LLC,VICINITY CORPORATION,177,87640,92565310,129635,20020802,20020724
BRISTOL CAPITAL ADVISORS LLC,ADVOCAT INC,179,80587,758610,30175,20060824,-99
BRISTOL CAPITAL ADVISORS LLC,ADVOCAT INC,179,80587,758610,30175,20080204,20080128
BRISTOL CAPITAL ADVISORS LLC,"MILLER ENERGY RESOURCES, INC.",179,93398,600527105,066228,-99,-99
CHILTON INVESTMENT CO INC,TSI INTERNATIONAL SOFTWARE L,180,82518,87287910,-99,19980217,19970703
CHILTON INVESTMENT CO INC,PANTRY INC,180,86993,69865710,31392,19990618,19990610
CHILTON INVESTMENT CO INC,CUMULUS MEDIA INC,180,86155,23108210,112030,20060213,20060213
CLINTON GROUP INC,WORLD AIR HOLDINGS INC,181,82539,98142V10,61403,20061204,20061130
CLINTON GROUP INC,GRIFFON CORP,181,46463,39843310,5987,20061220,20061215
CLINTON GROUP INC,LENOX GROUP,181,79328,52626210,28414,20070212,20070201
CLINTON GROUP INC,CHINA SECURITY AND SURVEILLANCE TECHNOLOGY,181,92328,16942J10,166028,20070622,20070621
CLINTON GROUP INC,HEALTHSPRING,181,91113,42224N10,165855,20070627,20070626
CLINTON GROUP INC,CARROLS RESTAURANT GROUP,181,91678,14574X10,176249,20070907,20070830
CLINTON GROUP INC,STEVEN MADDEN,181,80034,55626910,29382,20071018,20071016
CLINTON GROUP INC,SELECT COMFORT CORP,181,86489,81616X10,116504,20080310,20080305
CLINTON GROUP INC,RED ROBIN GOURMET BURGERS INC,181,89453,75689M10,148470,20091222,20091221
CLINTON GROUP INC,"CALIFORNIA PIZZA KITCHEN, INC.",181,88510,13054D10,138321,20110525,20110525
CLINTON GROUP INC,"PORTER BANCORP, INC.",181,91472,73623310,174301,20110711,20110705
CLINTON GROUP INC,WET SEAL INC,181,76217,961840105,022612,20120830,20120821
CLINTON GROUP INC,"DIGITAL GENERATION, INC.",181,14470,25400B108,062016,20130114,20130109
CLINTON GROUP INC,ABRAXAS PETROLEUM CORP,181,76888,003830106 ,024005,-99,-99
CLINTON GROUP INC,STILLWATER MINING CO /DE/,181,81173,86074Q102,031203,-99,-99
CLINTON GROUP INC,MODUSLINK GLOBAL SOLUTIONS INC,181,80114,60786L107,029621,-99,-99
CLINTON GROUP INC,NEUTRAL TANDEM INC,181,92454,64128B108,178767,20130131,20130130
CLINTON GROUP INC,"GLEACHER & COMPANY, INC.",181,87856,377341102,011819,20130418,20130408
CLINTON GROUP INC,"QUALITY SYSTEMS, INC.",181,64961,747582104,008858,-99,-99
CLINTON GROUP INC,NUTRI SYSTEM INC /DE/,181,88379,67069D108,031227,20130930,20130927
CLINTON GROUP INC,"XENOPORT, INC.",181,90748,98411C100,162809,-99,-99
CLINTON GROUP INC,VALUEVISION MEDIA INC,181,77007,92047K107,024234,20131030,20131021
CLINTON GROUP INC,"BJ'S RESTAURANTS, INC.",181,84062,09180C10,63739,-99,-99
CLINTON GROUP INC,"CSS INDUSTRIES, INC.",181,67838,12590610,2556,-99,-99
CLINTON GROUP INC,IMATION CORP.,181,83602,45245A10,63138,-99,-99
CLINTON GROUP INC,"JAKKS PACIFIC, INC.",181,83520,47012E10,62745,-99,-99
CLINTON GROUP INC,"NUTRISYSTEM, INC.",181,88379,67069D10,31227,-99,-99
CLINTON GROUP INC,RADIAN GROUP INC.,181,78038,75023610,25895,-99,-99
CLINTON GROUP INC,"RED ROBIN GOURMET BURGERS, INC.",181,89453,75689M10,148470,20100610,20100610
CLINTON GROUP INC,"SUN HEALTHCARE GROUP, INC.",181,12409,86677E10,28543,-99,-99
CLINTON GROUP INC,"THE FINISH LINE, INC.",181,77669,31792310,25357,20060908,20060901
CLINTON GROUP INC,"VIOLIN MEMORY, INC.",181,14143,92763A10,18623,-99,-99
CLINTON GROUP INC,"VIVUS, INC.",181,80485,92855110,30007,-99,-99
COGHILL CAPITAL MANAGEMENT LLC,LIQUID AUDIO INC,182,87076,53631T10,121979,20020530,20020530
COGHILL CAPITAL MANAGEMENT LLC,IDAHO GENERAL MINES INC,182,91418,45127230,122212,20060227,20060214
COGHILL CAPITAL MANAGEMENT LLC,KINTERA INC,182,89933,49720P50,156615,20070207,20070207
COGHILL CAPITAL MANAGEMENT LLC,ENERGY CONVERSION DEVICES,182,32636,29265910,4352,20070222,20070221
COGHILL CAPITAL MANAGEMENT LLC,AUTHENTIDATE HOLDING CORP,182,77599,5266610,25241,20070712,20070711
COGHILL CAPITAL MANAGEMENT LLC,ATARI INC,182,82704,04651M20,61718,20071012,20071012
COGHILL CAPITAL MANAGEMENT LLC,HOLLYWOOD MEDIA,182,79802,43623310,29165,20071217,20071213
COGHILL CAPITAL MANAGEMENT LLC,ARTISTDIRECT INC,182,87751,04315D40,133425,20080703,20080625
COGHILL CAPITAL MANAGEMENT LLC,ASPECT MEDICAL SYSTEMS INC,182,87571,4523510,113646,20090312,20090311
COGHILL CAPITAL MANAGEMENT LLC,"GENERAL MOLY, INC",182,91418,370373102,122212,20141223,20141223
SOROS FUND MANAGEMENT LLC,SENSORMATIC ELECTRS CORP,183,70018,81726510,9602,19950915,19950905
SOROS FUND MANAGEMENT LLC,WASTE MGMT INC DEL,183,11955,94106L10,14477,19960523,19960513
SOROS FUND MANAGEMENT LLC,BANK JOS A CLOTHIERS INC /DE/,183,80544,48083810,30138,19970106,19970101
SOROS FUND MANAGEMENT LLC,DATAMARK HOLDING INC,183,84527,23805010,31734,19970106,19970101
SOROS FUND MANAGEMENT LLC,INCONTROL INC,183,80934,45336L10,30657,19970106,19970101
SOROS FUND MANAGEMENT LLC,PRIMUS TELECOMMUNICATIONS GROUP INC,183,84247,74192910,63952,19970106,19970101
SOROS FUND MANAGEMENT LLC,AMERICAN SUPERCONDUCTOR CORP /DE/,183,77175,3011110,24795,19970108,19970101
SOROS FUND MANAGEMENT LLC,EARTHLINK NETWORK INC,183,84418,27032210,64281,19970203,19970122
SOROS FUND MANAGEMENT LLC,EXTENDED STAY AMERICA INC,183,82751,30224P10,61730,19970212,19970206
SOROS FUND MANAGEMENT LLC,HAIN FOOD GROUP INC,183,80167,40521910,29609,19970218,19970207
SOROS FUND MANAGEMENT LLC,INHALE THERAPEUTIC SYSTEMS,183,80539,45719110,30137,19970218,19970207
SOROS FUND MANAGEMENT LLC,PHARMACYCLICS INC,183,82513,71693310,61448,19970228,19970221
SOROS FUND MANAGEMENT LLC,DBT ONLINE INC,183,83858,23304410,63509,19970606,19970529
SOROS FUND MANAGEMENT LLC,TRIANGLE PHARMACEUTICALS INC,183,84279,89589H10,63941,19970616,19970606
SOROS FUND MANAGEMENT LLC,HOMELAND HOLDING CORP,183,84739,43739T10,15265,19970623,19970611
SOROS FUND MANAGEMENT LLC,T F PURIFINER INC,183,89259,74609110,64511,19970630,19970619
SOROS FUND MANAGEMENT LLC,DELTA & PINE LAND CO,183,79255,24735710,28524,19970804,19970724
SOROS FUND MANAGEMENT LLC,GLOBAL MARINE INC,183,45428,37935240,5187,19970825,19970814
SOROS FUND MANAGEMENT LLC,AUTHENTIC SPECIALTY FOODS INC,183,85273,5.266e+13,65337,19970903,19970828
SOROS FUND MANAGEMENT LLC,NEOPATH INC,183,81218,64051710,31465,19970915,19970904
SOROS FUND MANAGEMENT LLC,ORTEC INTERNATIONAL INC,183,83543,68749B10,62497,19970929,19970918
SOROS FUND MANAGEMENT LLC,SEPRACOR INC /DE/,183,76845,81731510,24473,19971110,19971029
SOROS FUND MANAGEMENT LLC,PROTEIN DESIGN LABS INC/DE,183,77292,74369L10,24878,19971121,19971111
SOROS FUND MANAGEMENT LLC,NINE WEST GROUP INC /DE,183,78928,65440D10,27773,19971210,19971205
SOROS FUND MANAGEMENT LLC,INTEGRA LIFESCIENCES CORP,183,82179,45798520,61181,19990408,19990329
SOROS FUND MANAGEMENT LLC,BLUEFLY INC,183,85204,9622710,64851,19990806,19990729
SOROS FUND MANAGEMENT LLC,EXIDE TECHNOLOGIES,183,90196,30205120,13634,20041222,20041222
SOROS FUND MANAGEMENT LLC,NPS PHARMACEUTICALS INC,183,80560,62936P10,30255,20060530,20060517
SOROS FUND MANAGEMENT LLC,PENN VIRGINIA CORP,183,61955,707882106,008440,20140318,20140312
SOUTHPAW ASSET MANAGEMENT,QUINTUS CORPORATION,184,87411,74879810,126459,20060509,20060501
SOUTHPAW ASSET MANAGEMENT,INTEREP NATIONAL RADIO SALES INC,184,87495,45866V10,127316,20060516,20060512
SOUTHPAW ASSET MANAGEMENT,REPTRON ELECTRONICS INC,184,80360,76026W10,29953,20060518,20060515
SOUTHPAW ASSET MANAGEMENT,SILICON GRAPHICS,184,91506,82705630,12679,20071113,20071109
DE SHAW VALENCE PORTFOLIOS LLC,ARCHON CORP,187,14841,3957920,9367,20050617,20050616
DE SHAW VALENCE PORTFOLIOS LLC,RIVIERA HOLDINGS CORPORATION,187,83458,76962710,31634,20060411,20060410
DE SHAW VALENCE PORTFOLIOS LLC,OWENS CORNING,187,91531,69074210,8214,20061113,20061031
DE SHAW VALENCE PORTFOLIOS LLC,TAKE-TWO INTERACTIVE SOFTWAR,187,84761,87405410,64630,20070307,20070304
DE SHAW VALENCE PORTFOLIOS LLC,INVESTMENT TECHNOLOGY GROUP INC,187,80541,46145010,30146,20070612,20070606
DE SHAW VALENCE PORTFOLIOS LLC,ENDO PHARMACEUTICALS HLDGS I,187,88463,29264F20,-99,20070730,20070723
DE SHAW VALENCE PORTFOLIOS LLC,CHILDRENS PLACE RETAIL STORES INC,187,85390,16890510,65430,20070730,20070723
DE SHAW VALENCE PORTFOLIOS LLC,ORIENT EXPRESS HOTELS LTD,187,88495,G6774310,138861,20080213,20080212
DEEPHAVEN CAPITAL MANAGEMENT LLC,BEASLEY BROADCAST GROUP INC,188,87589,7401410,129823,20050419,20040430
DEEPHAVEN CAPITAL MANAGEMENT LLC,MCI INC,188,90284,552691206,001164,-99,-99
DEEPHAVEN CAPITAL MANAGEMENT LLC,UBIQUITEL INC.,188,88383,90347430,136267,20060511,20060510
FAIRHOLME CAPITAL MANAGEMENT LLC,SAFETY HOLDINGS INC,189,89575,78648T10,-99,20021218,20021127
FAIRHOLME CAPITAL MANAGEMENT LLC,"TAL INTERNATIONAL GROUP, INC.",189,90940,87408310,164585,20051027,20051017
FAIRHOLME CAPITAL MANAGEMENT LLC,UNITED RENTALS INC /DE,189,85663,91136310,66065,20081020,20081020
FAIRHOLME CAPITAL MANAGEMENT LLC,ST JOE CO,189,76123,79014810,12544,20101014,20101013
FAIRHOLME CAPITAL MANAGEMENT LLC,"AMERICAN INTERNATIONAL GROUP, INC.",189,66800,026874784,1487,20100917,20100906
FLAGG STREET CAPITAL LLC,POMEROY IT SOLUTIONS,190,77502,73182210,25132,20070103,20070103
GLENHILL ADVISORS LLC,DOVER SADDLERY INC,192,90969,26041210,165053,20051128,20051117
GLENHILL ADVISORS LLC,"DESIGN WITHIN REACH, INC.",192,90224,25055710,264709,20060518,20060517
GLENHILL ADVISORS LLC,TEKELEC,192,10272,87910110,12212,20060731,20060731
GLENHILL ADVISORS LLC,NMT MEDICAL INC,192,83953,62929410,63676,20090409,20090409
GLENHILL ADVISORS LLC,"A.C. MOORE ARTS & CRAFTS, INC.",192,85452,00086T10,65569,20090608,20090527
GLENHILL ADVISORS LLC,"HEALTH MANAGEMENT ASSOCIATES, INC",192,76565,421933102,012338,20130506,20130506
GLENHILL ADVISORS LLC,"YONGYE INTERNATIONAL, INC.",192,93048,98607B106,178003,20131008,20131008
"GLENVIEW CAPITAL MANAGEMENT, LLC",RELIANT ENERGY INC,193,21792,75952J10,5742,20051214,20051214
"GLENVIEW CAPITAL MANAGEMENT, LLC","TAKE-TWO INTERACTIVE SOFTWARE, INC.",193,84761,87405410,64630,20060309,20060308
BML INVESTMENT PARTNERS LP,"MARSH SUPERMARKETS, INC.",194,51693,57178330,-99,20060824,20060818
BML INVESTMENT PARTNERS LP,MATRIXX INITIATIVES INC,194,83377,57685L10,62700,20110125,20110125
BML INVESTMENT PARTNERS LP,BUILD A BEAR WORKSHOP INC,194,90371,12007610,161055,20110428,20110428
BML INVESTMENT PARTNERS LP,TRIMERIS INC,194,85511,89626310,192856,20110620,20110617
BP EXCO HOLDINGS II LP,PENN VIRGINIA CORPORATION,195,61955,70788210,8440,20020306,20020225
BP EXCO HOLDINGS II LP,VINTAGE PETROLEUM INC,195,76272,92746010,22974,20020325,20020314
BP EXCO HOLDINGS II LP,"EXCO RESOURCES, INC.",195,86357,26927920,7422,20060221,20060209
BP EXCO HOLDINGS II LP,CLEAN ENERGY FUELS CORP.,195,92035,18449910,176343,20080926,20080910
NORTHAVEN MANAGEMENT INC,"EASTERN INSURANCE HOLDINGS, INC.",196,91351,27653410,165854,20060621,20060616
NORTHAVEN MANAGEMENT INC,TRANSCOMMUNITY FINANCIAL CORP,196,-99,89354810,163576,20071015,20071012
OSMIUM SPARTAN LP,MOD PAC CORP.,197,89699,60749510,152809,20060816,20060814
OSMIUM SPARTAN LP,"INSURE.COM, INC",197,87183,45807N10,122520,20080602,20080530
OSMIUM SPARTAN LP,FUTUREFUEL CORP.,197,12615,36116M10,287462,20100108,20091229
OSMIUM SPARTAN LP,ATS CORP,197,93197,2.110e+12,165394,20100205,20100203
OSMIUM SPARTAN LP,INSWEB CORP,197,87074,45809K20,122263,20101122,20101102
OSMIUM SPARTAN LP,SPARK NETWORKS INC,197,92185,84651P10,238157,20100309,20100308
OSMIUM SPARTAN LP,ANSWERS CORP,197,90381,03662X10,160447,20110216,20110216
OSMIUM SPARTAN LP,AMREP CORP.,197,38746,32159105,001618,20130327,20130325
OSMIUM SPARTAN LP,ZIPREALTY INC,197,90466,98974V107,160503,20130327,20130325
OSMIUM SPARTAN LP,SPARK NETWORKS INC,197,92185,84651P100,238157,20131206,20131205
OSMIUM SPARTAN LP,"VITACOST.COM, INC.",197,93047,92847A200,179818,20140114,20140114
OSMIUM SPARTAN LP,ROSETTA STONE INC,197,92913,777780107,180905,20140821,20140821
BREEDEN CAPITAL MANAGEMENT LLC,APPLEBEES INTERNATIONAL INC,198,78717,3789910,16665,20061010,20060929
BREEDEN CAPITAL MANAGEMENT LLC,ACCO BRANDS CORP,198,90825,00081T10,164506,20070529,20070517
BREEDEN CAPITAL MANAGEMENT LLC,H&R BLOCK,198,49373,9367110,2269,-99,-99
BREEDEN CAPITAL MANAGEMENT LLC,ZALE CORP,198,79672,98885810,11669,20070917,20070907
BREEDEN CAPITAL MANAGEMENT LLC,STERIS CORP,198,77649,85915210,25313,20080208,20080201
BREEDEN CAPITAL MANAGEMENT LLC,"HILL-ROM HOLDINGS, INC.",198,52716,43147510,5639,20080818,20080807
BREEDEN CAPITAL MANAGEMENT LLC,ALEXANDER & BALDWIN INC,198,11691,1448210,1254,20080915,20080903
BREEDEN CAPITAL MANAGEMENT LLC,"HILLENBRAND, INC.",198,92597,43157110,179657,20080922,20080910
SCO CAPITAL PARTNERS LLC,BIOENVISION INC,199,89838,09059N10,118733,20030404,20030201
SCOPIA CAPITAL MANAGEMENT LLC,PHH CORP,200,90531,693320202,008240,20120221,20120221
SEDNA CAPITAL MANAGEMENT LLC,SELECTICA INC,201,87814,81628810,132644,20061113,20061110
WHITEBOX ADVISORS LLC,PARLUX FRAGRANCES INC,202,11137,70164510,13163,20060726,20060713
WHITEBOX ADVISORS LLC,PAR PETROLEUM CORP/CO,202,14773,69888T108,022447,20120911,20120910
WHITEBOX ADVISORS LLC,DUNE ENERGY INC,202,-99,265338707,266163,20140422,20140415
BLACK HORSE CAPITAL LP,MORGANS FOODS INC,203,64442,61690020,7575,20070604,20070601
BLACK HORSE CAPITAL LP,CYPRESS BIOSCIENCE,203,43290,23267450,5841,20071116,20071106
CRAMER ROSENTHAL MCGLYNN LLC,MEDICAL RESOURCES INC /DE/,204,77883,58461Q10,25699,19971113,19971110
CRAMER ROSENTHAL MCGLYNN LLC,NSS BANCORP INC,204,80653,62938H10,30341,19980331,19980320
CRAMER ROSENTHAL MCGLYNN LLC,TRIDENT MICROSYSTEMS INC,204,78208,89591910,26015,19991108,19991026
CRAMER ROSENTHAL MCGLYNN LLC,FACTORY CARD OUTLET CORP,204,84308,30305310,64154,20060113,20060104
CRAMER ROSENTHAL MCGLYNN LLC,"INTERMEC, INC.",204,85445,458786100,065676,20120525,20120524
LION FUND LP,FRIENDLY ICE CREAM CORP.,205,85548,35849710,66004,20060807,20060727
LION FUND LP,APPLEBEE'S INTERNATIONAL,205,78717,3789910,16665,-99,-99
LION FUND LP,STEAK N SHAKE,205,26607,85787310,3424,20070817,20070730
LION FUND LP,FREMONT MICHIGAN INSURACORP INC,205,-99,3.574e+08,-99,20091026,20091015
LION FUND LP,CCA INDUSTRIES INC,205,21785,12486710,11930,20110204,20110125
LION FUND LP,"CRACKER BARREL OLD COUNTRY STORE, INC",205,27562,22410010,3570,20110613,20110603
LION FUND LP,WESTERN SIZZLIN CORP,205,81226,95954220,31456,20060310,20060306
LION FUND LP,PENN MILLERS HOLDING CORP,205,93086,70756110,182307,20110429,20110419
LION FUND LP,"AIR T, INC.",205,11368,00920710,1210,20141222,20141212
LION FUND LP,"INSIGNIA SYSTEMS, INC.",205,76934,45765Y10,24204,20141222,20141212
LION FUND LP,ITEX CORP.,205,80455,46564720,-99,-99,-99
LION FUND LP,UNICO AMERICAN CORPORATION,205,77973,90460710,10832,20121113,20121102
METROPOLITAN CAPITAL ADVISORS,COLUMBUS MCKINNON CORP,206,83120,199333-10-5,062221,19990506,19990503
METROPOLITAN CAPITAL ADVISORS,"CYBERONICS, INC.",206,78881,23251P10,27810,20060911,20060830
THESIS CAPITAL MANAGEMENT LLC,ORANGE 21 INC.,207,90486,68531710,161903,20061122,20061116
THESIS CAPITAL MANAGEMENT LLC,"COLLECTORS UNIVERSE, INC.",207,87379,19421R20,125975,-99,-99
THESIS CAPITAL MANAGEMENT LLC,"DELIA*S, INC.",207,91014,24691110,119474,-99,-99
THESIS CAPITAL MANAGEMENT LLC,FACTORY CARD & PARTY OUTLET CORP.,207,89909,30305110,64154,-99,-99
